序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置
3293,臺中市大里區,新里里,新興路99巷16弄56號,120.675852,24.099619,大新活動中心,新里里/大里里/國光里/夏田里,200,"水災,震災",范玉華,04-24063979123,是,否,是
3294,臺中市大里區,國光里,勝利二街與大里路與國光路交叉口,120.685353,24.100053,大里運動公園,國光里/長榮里/大里里/新里里/全區,2000,"水災,震災",陳宏朋,04-24063979#302,否,是,否
3295,臺中市大里區,新里里,新興路50號,120.677018,24.100547,大里國民小學運動場,新里里/大里里/夏田里,620,"水災,震災",蔡添元,04-24066002#710,否,是,否
3296,臺中市大里區,國光里,勝利二路1號,120.683161,24.10083,國光里活動中心,國光里/大元里/中新里,45,"水災,震災",詹振忠,04-24810965,是,否,是
3297,臺中市大里區,立德里,甲提南路10號,120.694601,24.100964,立德里活動中心,立德里/新仁里/立仁里,75,"水災,震災",謝燻翔,04-22753457,是,否,是
3298,臺中市大里區,東昇里,東昇里日新路8號,120.69486,24.100964,內新國民小學北棟地下室/操場,內新里/日新里/新仁里/東昇里,350,"水災,震災",林淵輝,04-24852863#12,是,是,是
3299,臺中市烏日區,烏日里,五光路971號,120.628046,24.101386,自治公園,烏日里,4000,震災,林子介,04-23368016-111,否,是,是
3300,彰化縣和美鎮,大霞里,彰和路3段422號,120.5037,24.1017,大霞社區活動中心,大霞 山犁,250,"水災,土石流,海嘯",陳銀貴,7564903,是,否,是
3301,臺中市和平區,南勢里,東關路3段3之8號,120.548274,24.102225,行政院原住民族委員會青年?藝研習中心,南勢、天輪、博愛里。,1200,"水災,震災,土石流,海嘯",值班人員,04-25942731,是,是,是
3302,臺中市大里區,大元里,現岱路60號,120.691079,24.102746,大元國民小學新元館/操場,中新里/大元里/內新里/國光里,1120,"水災,震災",邱志忠,04-24834568#888,是,是,是
3303,臺中市太平區,東汴里,長龍路3段135號,120.7716,24.1035,東汴里活動中心,東汴、頭汴、聖和,189,"水災,震災,土石流",呂坤龍,04-22789685,是,是,否
3304,彰化縣和美鎮,山犁里,仁愛路279號,120.494,24.104,和仁國小,山犁 鐵山 源埤,150,"水災,震災,土石流,海嘯",陳沛彤,7575407,否,否,否
3305,彰化縣和美鎮,犁盛里,彰新路2段500號,120.533,24.104,新庄國小,犁盛 中寮 糖友,200,"水災,震災,土石流,海嘯",陳欣伸,7353267,否,否,否
3306,彰化縣鹿港鎮,草中里,彰化縣鹿港鎮草中里草中巷2-16號,120.4626,24.1041,草中社區活動中心,全鎮,100,"水災,震災,土石流,海嘯",黃呈築,922839189,是,否,是
3307,臺中市大里區,立仁里,甲堤路236號,120.696923,24.104365,立新國民中學勤學樓地下室/風雨操場,立仁里/新仁里/立德里,200,"水災,震災",周鳳珠,04-22732299#888,是,是,是
3308,臺中市太平區,光隆里,太平區光隆里光興路487巷5號,120.7277,24.1046,光隆國小〈圖書室2樓〉,光隆、永隆、德隆,1773,"水災,震災,土石流",陳淑華,04-22713625732溫山明0923152541,是,是,是
3309,臺中市烏日區,湖日里,新興路457號,120.617307,24.104763,烏日國民中學第1棟2樓,湖日里,200,"水災,震災",王怜瓔,04-23381009,是,否,否
3310,臺中市烏日區,仁德里,烏日區仁德里信義街99號,120.6408,24.1051,光德國中B、C棟教室2樓,前竹、五光、光明、仁德,320,"水災,震災",賴朝榮,04-23389802#201,是,是,是
3311,臺中市大里區,立仁里,立新街338號,120.699567,24.10543,立新國民小學D棟大樓地下室/風雨操場,立仁里/立德里/新仁里,250,"水災,震災",連忠誠,04-22769178#800,是,是,是
3312,花蓮縣新城鄉,順安村,順安52-2號,121.621,24.1057,北三棧社區活動中心,順安村,35,"水災,震災,土石流,海嘯",黃仲祥,8611280,是,否,是
3313,臺中市烏日區,三和里,三榮路一段與三榮三路口,120.608039,24.106312,三和里公兒九公園,三和里,1000,震災,林子介,04-23368016#111,否,是,否
3314,彰化縣鹿港鎮,草中里,草中巷2-16號,120.463263,24.106537,草中社區發展協會,草中里頭南里,60,"水災,震災,土石流,海嘯",王國書,47712750,是,否,是
3315,臺中市大里區,長榮里,益民路二段48號,120.6873,24.107,益民國民小學後棟地下室/運動場,長榮里/西榮里/中新里/內新里,525,"水災,震災",錢得龍,04-24834970,是,是,是
3316,臺中市烏日區,烏日里,烏日區烏日里光日路228號,120.6257,24.1075,烏日社區活動中心,烏日、湖日、,80,"水災,震災",李和平,04-23387906,是,否,否
3317,臺中市大里區,永隆里,永隆三街1號,120.677165,24.107882,爽文國民中學活動中心/操場,永隆里/大明里/樹王里/新里里/國光里,1470,"水災,震災",李建智,04-24067545#211,是,是,是
3318,彰化縣和美鎮,糖友里,糖友一街80-82號2樓,120.5342,24.108,糖友社區活動中心,糖友里等,200,"水災,土石流,海嘯",吳炎山,04-7363737,是,否,是
3319,臺中市大里區,新仁里,立新街71號,120.705297,24.108,新仁活動中心,新仁里/立德里/立仁里,50,"水災,震災",李坤軒,910428646,是,否,是
3320,臺中市烏日區,仁德里,中山路一段341號,120.640795,24.108288,僑仁國小體育館,仁德里,300,震災,洪翠芬,23381241,是,否,否
3321,臺中市大里區,樹王里,樹王路335號,120.66758,24.108368,樹王活動中心,樹王里/永隆里/新里里,75,"水災,震災",黃武雄,04-24069030,是,否,是
3322,彰化縣和美鎮,仁愛里,彰化縣和美鎮鹿和路6段337號,120.4943,24.1085,和美鎮公所,仁愛 大霞 雅溝等里,150,"水災,震災,土石流,海嘯",林維屏,047-560620-251,是,否,是
3323,彰化縣和美鎮,和東里,彰美路5段210號,120.5015,24.1093,和東國小,全鎮,500,"水災,震災,土石流,海嘯",鄭主任,047-552724-24,是,否,是
3324,臺中市烏日區,九德里,長春街300號,120.638956,24.109863,九德國民小學風雨操場,九德里,300,"水災,震災",葉中雄,04-23366540,否,是,否
3325,彰化縣和美鎮,和東里,忠孝路329號,120.5,24.11,和美鎮立幼兒園,和東 和北 和南,100,"水災,震災,土石流,海嘯",陳美玲,7555965,否,否,否
3326,臺中市大里區,西榮里,東榮路280號,120.686909,24.110479,光榮國民中學光榮館/操場,西榮里/東榮里/大明里,600,"水災,震災",林永基,04-24831428#100,是,是,是
3327,臺中市大里區,內新里,新光路32號,120.691871,24.110647,兒童青少年福利服務中心,立仁里/立德里/中新里/長榮里/西榮里/東昇里/內新里,200,"水災,震災",劉素君,04-24827405,是,否,是
3328,臺中市大里區,永隆里,永隆五街二號,120.676497,24.110842,永隆國民小學活動中心/操場,長榮里/永隆里/國光里/大明里,1100,"水災,震災",蔡淑娟,04-24066637#700,是,是,是
3329,彰化縣和美鎮,和西里,和平路19號,120.495,24.111,和美國小,和西 好修 月眉,500,"水災,震災,土石流,海嘯",邱于玲,7552005,否,否,否
3330,彰化縣和美鎮,柑井里,柑竹路331巷21號,120.514,24.111,柑井社區活動中心,柑井 和東,100,"水災,土石流,海嘯",陳阿杉,7356693,否,否,否
3331,彰化縣和美鎮,柑井里,美寮路一段390號,120.519,24.111,和群國中,柑井 還社 竹園 中圍,300,"水災,震災,土石流,海嘯",陳明輝,7552430,否,否,否
3332,臺中市大里區,立仁里,大平區黃竹里光興路1001號,120.730485,24.111229,光隆營區,新仁里/立仁里/其他,35,"水災,震災",黃士強上尉,04-22784383,是,否,是
3333,彰化縣線西鄉,下犁村,下犁路139之1號,120.469995,24.111237,下犁民眾活動中心,下犁村,80,"水災,土石流,海嘯",黃燿?,04-7583111,是,否,否
3334,臺中市烏日區,榮泉里,烏日區榮泉里健行路501號,120.592633,24.111637,旭光國小旭光廳2樓,榮泉、三和、學田,120,"水災,震災",吳桂芬,04-23381847-10,是,是,否
3335,臺中市大里區,樹王里,樹王路342號,120.666962,24.11179,僑泰中學育才大樓,樹王里/永隆里/新里里/大里里,250,"水災,震災",廖玉明,04-24063936,是,否,是
3336,彰化縣和美鎮,中圍里,竹社路123號,120.532,24.112,中圍社區活動中心,中圍里,100,"水災,土石流,海嘯",林美惠,7356849,否,否,否
3337,臺中市南區,樹義里,福田路11號,120.6574,24.112,樹義國小樂群樓及操場,樹義,953,"水災,震災,土石流,海嘯",朱明建組長,04-22657298#733,是,是,是
3338,臺中市太平區,興隆里,興隆路76號,120.7323,24.112,興隆里活動中心,興隆、福隆、光隆,204,"水災,震災,土石流",賴玉敏,04-22756053,是,是,是
3339,臺中市大里區,永隆里,永隆六街29號,120.673837,24.112793,永隆里活動中心,永隆里/樹王里,60,"水災,震災",林士元,04-24069937,是,否,是
3340,彰化縣和美鎮,和西里,彰化縣和美鎮和西里西園路31號,120.4936,24.113,和美高中,和西 四張 面前等里,500,"水災,震災,土石流,海嘯",王守良,047-552043-242,是,否,是
3341,彰化縣和美鎮,中寮里,東興路25號,120.538,24.113,中寮社區活動中心,中寮,60,"水災,土石流,海嘯",林順泉,7352282,否,否,否
3342,臺中市太平區,長億里,長億六街一號,120.7216,24.1131,長億高中〈體育館.操場〉,長億、永成、平安,5386,"水災,震災,土石流",楊寶旺,04-22704022#151,是,是,否
3343,臺中市大里區,內新里,中新街9號,120.690859,24.113152,內新里活動中心,東昇里/內新里,75,"水災,震災",林清池,04-24828833,是,否,是
3344,彰化縣鹿港鎮,山崙里,崙尾巷77-1號,120.447793,24.113156,福崙宮,山崙里,106,"水災,震災,土石流,海嘯",吳順和,7712531,是,否,是
3345,臺中市大里區,東興里,永興路260號,120.681226,24.113398,東興活動中心,東興里/永隆里/大明里,50,"水災,震災",林育潤,04-24812032,是,否,是
3346,彰化縣和美鎮,四張里,鎮西路74號,120.485,24.114,四張社區活動中心,四張 和西,100,"水災,土石流,海嘯",葉錫忠,7569735,否,否,否
3347,臺中市大里區,東興里,大明路181號,120.68357,24.115191,崇光國民小學崇光樓地下室/操場,東興里/大明里/西榮里/長榮里,1000,"水災,震災",趙景惠,04-24818836#5001,是,是,是
3348,南投縣仁愛鄉,發祥村,瑞和路1-1號,121.160619,24.115564,發祥活動中心,瑞岩部落,100,"水災,土石流,海嘯",曾瑞美,2955670,是,否,否
3349,臺中市南區,永興里,高工路191號,120.6612,24.116,臺中高工操場,工學、永興,780,"水災,震災,土石流,海嘯",王文革組長,04-22613158#5200,否,是,是
3350,臺中市南屯區,楓樹里,南屯區楓樹里楓樹西街二00號,120.6289,24.1161,楓樹兒童青少年活動中心,楓樹、中和、鎮平,50,"水災,震災",賴鈺惠,24738325,是,否,是
3351,臺中市大里區,大明里,新仁路三段210號,120.685976,24.116491,私立大明高級中學體育場/禮堂,大明里/祥興里/西榮里/東興里,270,"水災,震災",宋一芬,04-24816565,是,否,是
3352,嘉義縣水上鄉,塗溝村,1-1號,120.6132,24.1165,大崙國小塗溝分校-室外,塗溝村,500,震災,分校主任林益新,05-3712690,否,是,否
3353,彰化縣和美鎮,竹營里,和頭路237號,120.5011,24.117,竹營社區活動中心,竹營 和南,100,"水災,土石流,海嘯",陳錦源,04-7553911,是,否,是
3354,臺中市南區,南和里,工學路72號5樓,120.6638,24.1171,臺中市南區聯合辦公大樓,南和,61,"水災,震災,土石流,海嘯",賴志閔,04-22626105#507,是,否,是
3355,花蓮縣新城鄉,順安村,草林158號,121.6365,24.1172,順安農宅示範中心,順安村,23,"水災,土石流,海嘯",黃仲祥,8611280,是,否,是
3356,臺中市太平區,東汴里,太平區東汴里山田路100號,120.7958,24.1174,東汴國小〈行政教學大樓.操場〉,東汴、頭汴、聖和,575,"水災,土石流",朱秀麗,04-22702664630溫彥程0937-218039,是,是,否
3357,花蓮縣秀林鄉,秀林村,秀林路76號,121.6244,24.118,秀林國小收容所,秀林村,100,"水災,震災,土石流,海嘯",總務主任林正雄,03-8611393,是,否,是
3358,臺中市大里區,日新里,日新路383號,120.692373,24.11811,臺中市立大里幼兒園-日新分班,日新里/內新里/東昇里,80,"水災,震災",林穆瑛,04-24070302,是,否,是
3359,彰化縣和美鎮,竹園里,彰新路4段115號,120.525,24.119,竹園社區活動中心,竹園,60,"水災,土石流,海嘯",周秋霞,7351963,否,否,否
3360,臺中市太平區,長億里,長億路1-1號,120.7209,24.1192,長億永成里活動中心,長億、永成、平安,815,"水災,震災,土石流",林泳鰡,04-22785777,是,是,是
3361,臺中市南區,樹德里,德富路100號,120.6542,24.1196,大慶活動中心,樹德,30,"水災,震災,土石流,海嘯",余銘記里長,04-24753268,是,否,是
3362,臺中市南區,平和里,五權南路335號,120.6697,24.1201,南區圖書館,平和、永和,57,"水災,震災,土石流,海嘯",張英傑館長,04-22623497,是,否,是
3363,臺中市大里區,祥興里,中興路二段祥興3巷10弄34號,120.685927,24.120351,祥興活動中心,祥興里/日新里,20,"水災,震災",李漢卿,928206608,是,否,是
3364,臺中市南區,和平里,復興路二段57號,120.6607,24.1213,和平國小和平館及操場,和平、福順,513,"水災,震災,土石流,海嘯",何玲宜主任,04-22613139,是,是,是
3365,南投縣仁愛鄉,發祥村,西門巷7號,121.11075,24.121767,梅村長老教會,梅村部落,100,"水災,土石流,海嘯",甘英珠,0988-957032,是,否,否
3366,彰化縣和美鎮,月眉里,和厝路一段276號,120.495,24.122,月眉社區活動中心,月眉 和北,100,"水災,土石流,海嘯",蔡謹來,7553688,否,否,否
3367,彰化縣和美鎮,犁盛里,東平路225巷9號,120.527,24.122,犁盛社區活動中心,犁盛,100,"水災,土石流,海嘯",黃勇宗,7356473,否,否,否
3368,臺中市南區,平和里,五權南路325號,120.668571,24.1222,信義國小信義館及操場,"福興里,平和里,永和里",1440,"水災,震災",黃政傑組長,22622005-732,是,是,是
3369,彰化縣線西鄉,頂犁村,頂犁路158-1號,120.478,24.1227,曉陽國小,下犁村、頂犁村、德興村,100,"水災,震災,土石流,海嘯",王錦鴻,04-7585375,是,是,是
3370,臺中市太平區,中平里,中平村太平路 300 號,120.7183,24.1231,中平國中〈活動中心.操場〉,中平、中政、建國,972,"水災,震災,土石流",夏梅娟,04-22767416101,是,是,是
3371,臺中市太平區,頭汴里,北田路 20 號,120.7515,24.1232,頭汴國小〈行政大樓B1〉,頭汴、東汴、聖和,1820,"水災,土石流",江雪珍,04-22703129185許伯進0911-767912,是,是,否
3372,彰化縣線西鄉,頂犁村,頂犁路48之1號,120.480918,24.123229,頂犁民眾活動中心,頂犁村,100,"水災,震災,土石流,海嘯",曾黎雲,04-7585646,是,否,否
3373,臺中市太平區,頭汴里,長龍路二段11巷18號,120.7507,24.1239,頭汴里活動中心,頭汴、聖和,278,"水災,土石流",江思涵,04-22762323,是,是,是
3374,臺中市太平區,建國里,精美路201號,120.7245,24.1241,建平國小〈會議室1樓、操場〉,建國、中平、建興,1419,"水災,震災,土石流",鄭人榮,04-22779532,是,是,是
3375,臺中市南區,國光里,國光路261號,120.6801,24.1245,國光國小國光堂及操場,國光、城隍、南門,707,"水災,震災,土石流,海嘯",簡先得主任,04-22872475#731,是,是,是
3376,臺中市南區,積善里,復新街89號B1,120.6759,24.1247,中興活動中心,德義、江川、積善,50,"水災,震災,土石流,海嘯",劉德榮,04-22626105,是,否,否
3377,彰化縣和美鎮,頭前里,和頭路595號,120.506,24.125,頭前社區活動中心,頭前,100,"水災,土石流,海嘯",葉振慶,7552882,否,否,否
3378,花蓮縣新城鄉,新城村,仁愛路2巷172號,121.6497,24.1257,禪光育幼院,新城村,105,"水災,震災,土石流,海嘯",許淑媛,03-8612555,是,否,是
3379,臺中市太平區,福隆里,光興路1463巷8號,120.7345,24.1258,福隆里活動中心,興隆、福隆、光隆,294,"水災,土石流",陳長庚,04-22795015,是,是,是
3380,彰化縣和美鎮,嘉寶里,福北路221號,120.512,24.126,嘉寶社區活動中心,嘉寶 還社,100,"水災,土石流,海嘯",陳寶仁,7579618,否,否,否
3381,臺中市南區,福平里,復興路二段152號,120.6651,24.126,四育國中四育館及操場,福平、福興、新榮,544,"水災,震災,土石流,海嘯",紀正良主任,04-22633229#731,是,是,是
3382,臺中市南區,崇倫里,忠明南路730號,120.659,24.1261,臺中市立崇倫國中崇倫堂及操場,崇倫,483,"水災,震災,土石流,海嘯",李育昌,04-23712324轉730,是,是,否
3383,臺中市東區,東興里,仁和路330號,120.68617,24.12626,臺中市立東峰國中,東興、東橋、東門.,700,"水災,震災",楊昆諺,04-22825133,是,是,是
3384,臺中市大肚區,王田里,興和路332號附近,120.5838,24.1264,王田社區運動公園,王田、社腳、福山、中和、營埔里,120,"水災,土石流,海嘯",孫清海,04-26932638,否,是,否
3385,臺中市西區,公正里,大墩路旁向上路與向上南路間,120.650622,24.126479,臺中市西區萬壽公園,西區各里,3550,震災,黃山峰,04-22245200分機704,否,是,是
3386,臺中市東區,東興里,臺中路283號,120.6856,24.1266,國立中興大學附屬臺中高級農業職業學校禮堂,東興、振興、東橋,700,"水災,震災",李聲謙,04-22810010,是,是,是
3387,花蓮縣新城鄉,新城村,博愛路31號,121.6513,24.1266,天主教聲遠之家,新城村,53,"水災,震災,土石流,海嘯",黃佩瑩,03-8610075,是,否,是
